Code,Move,Type,I.O.,,,,,P.H.,Resources,,,Infrastructure,,,,,,
00356,Express intent to de-escalate military engagement,Express intent to cooperate,C,C,D,B,D,B,"PARLOP, PARML2, PARBL2, PARRL2, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC","PARLOP, PARMFA, PARMFA, PARMOD, PARMOF, PARPAR, PARCBM, MARML1, PARRL1, PARBL1, PARJDL, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC","PARPRS, PARPMS, PARGOV, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC",Communication,,,,,,
00355,Expresss intent to allow international involvement,Express intent to cooperate,C,C,D,B,B,B,"PARLOP, PARML2, PARBL2, PARRL2, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC","PARLOP, PARMFA, PARMFA, PARMOD, PARMOF, PARPAR, PARCBM, MARML1, PARRL1, PARBL1, PARJDL, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC","PARPRS, PARPMS, PARGOV, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC",Communication,,,,,,
00031,Express intent to engage in material cooperation,Express intent to cooperate,C,B,B,C,C,C,"PARLOP, PARML2, PARBL2, PARRL2, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC","PARLOP, PARMFA, PARMFA, PARMOD, PARMOF, PARPAR, PARCBM, MARML1, PARRL1, PARBL1, PARJDL, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC","PARPRS, PARPMS, PARGOV, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC",Communication,,,,,,
00033,Express intent to provide material aid,Express intent to cooperate,C,B,B,D,B,C,"PARLOP, PARML2, PARBL2, PARRL2, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC","PARLOP, PARMFA, PARMFA, PARMOD, PARMOF, PARPAR, PARCBM, MARML1, PARRL1, PARBL1, PARJDL, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC","PARPRS, PARPMS, PARGOV, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC",Communication,,,,,,
00311,Express intent to cooperate economically,Express intent to cooperate,C,B,C,C,C,C,"PARLOP, PARML2, PARBL2, PARRL2, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC","PARLOP, PARMFA, PARMFA, PARMOD, PARMOF, PARPAR, PARCBM, MARML1, PARRL1, PARBL1, PARJDL, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC","PARPRS, PARPMS, PARGOV, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC",Communication,,,,,,
00331,Express intent to provide economic aid,Express intent to cooperate,C,B,B,D,B,C,"PARLOP, PARML2, PARBL2, PARRL2, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC","PARLOP, PARMFA, PARMFA, PARMOD, PARMOF, PARPAR, PARCBM, MARML1, PARRL1, PARBL1, PARJDL, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC","PARPRS, PARPMS, PARGOV, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC",Communication,,,,,,
00313,Express intent to cooperate on judicial matters,Express intent to cooperate,D,C,C,C,C,C,"PARLOP, PARML2, PARBL2, PARRL2, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC","PARLOP, PARMFA, PARMFA, PARMOD, PARMOF, PARPAR, PARCBM, MARML1, PARRL1, PARBL1, PARJDL, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC","PARPRS, PARPMS, PARGOV, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC",Communication,,,,,,
00353,Express intent to release persons or property,Express intent to cooperate,C,C,D,C,C,D,"PARLOP, PARML2, PARBL2, PARRL2, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC","PARLOP, PARMFA, PARMFA, PARMOD, PARMOF, PARPAR, PARCBM, MARML1, PARRL1, PARBL1, PARJDL, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC","PARPRS, PARPMS, PARGOV, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC",Communication,,,,,,
00343,Express intent to provide rights,Express intent to cooperate,C,C,C,D,B,D,"PARLOP, PARML2, PARBL2, PARRL2, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC","PARLOP, PARMFA, PARMFA, PARMOD, PARMOF, PARPAR, PARCBM, MARML1, PARRL1, PARBL1, PARJDL, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC","PARPRS, PARPMS, PARGOV, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC",Communication,,,,,,
00342,Express intent to change policy,Express intent to cooperate,C,D,C,D,B,D,"PARLOP, PARML2, PARBL2, PARRL2, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC","PARLOP, PARMFA, PARMFA, PARMOD, PARMOF, PARPAR, PARCBM, MARML1, PARRL1, PARBL1, PARJDL, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC","PARPRS, PARPMS, PARGOV, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC",Communication,,,,,,
00032,Express intent to engage in diplomatic cooperation (such as policy support),Express intent to cooperate,D,C,C,D,B,D,"PARLOP, PARML2, PARBL2, PARRL2, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC","PARLOP, PARMFA, PARMFA, PARMOD, PARMOF, PARPAR, PARCBM, MARML1, PARRL1, PARBL1, PARJDL, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC","PARPRS, PARPMS, PARGOV, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC",Communication,,,,,,
00352,Express intent to ease popular dissent,Express intent to cooperate,D,D,C,C,D,D,"PARLOP, PARML2, PARBL2, PARRL2, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC","PARLOP, PARMFA, PARMFA, PARMOD, PARMOF, PARPAR, PARCBM, MARML1, PARRL1, PARBL1, PARJDL, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC","PARPRS, PARPMS, PARGOV, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC",Communication,,,,,,
03431,Express intent to provide diplomatic guidence,Express intent to cooperate,D,D,D,D,B,D,"PARLOP, PARML2, PARBL2, PARRL2, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC","PARLOP, PARMFA, PARMFA, PARMOD, PARMOF, PARPAR, PARCBM, MARML1, PARRL1, PARBL1, PARJDL, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC","PARPRS, PARPMS, PARGOV, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC",Communication,,,,,,
00351,Express intent to ease administrative sanctions,Express intent to cooperate,C,C,C,D,C,D,"PARLOP, PARML2, PARBL2, PARRL2, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC","PARLOP, PARMFA, PARMFA, PARMOD, PARMOF, PARPAR, PARCBM, MARML1, PARRL1, PARBL1, PARJDL, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC","PARPRS, PARPMS, PARGOV, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC",Communication,,,,,,
00354,"Express intent to ease economic sanctions, boycott, or embargo",Express intent to cooperate,C,C,C,D,C,D,"PARLOP, PARML2, PARBL2, PARRL2, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC","PARLOP, PARMFA, PARMFA, PARMOD, PARMOF, PARPAR, PARCBM, MARML1, PARRL1, PARBL1, PARJDL, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC","PARPRS, PARPMS, PARGOV, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC",Communication,,,,,,
00333,Express intent to provide humanitarian aid,Express intent to cooperate,D,C,D,D,B,D,"PARLOP, PARML2, PARBL2, PARRL2, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC","PARLOP, PARMFA, PARMFA, PARMOD, PARMOF, PARPAR, PARCBM, MARML1, PARRL1, PARBL1, PARJDL, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC","PARPRS, PARPMS, PARGOV, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC",Communication,,,,,,
00036,Express intent to meet or negotiate,Express intent to cooperate,D,C,D,C,D,D,"PARLOP, PARML2, PARBL2, PARRL2, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC","PARLOP, PARMFA, PARMFA, PARMOD, PARMOF, PARPAR, PARCBM, MARML1, PARRL1, PARBL1, PARJDL, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC","PARPRS, PARPMS, PARGOV, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC",Communication,,,,,,
00037,Express intent to settle dispute,Express intent to cooperate,D,C,D,C,D,D,"PARLOP, PARML2, PARBL2, PARRL2, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC","PARLOP, PARMFA, PARMFA, PARMOD, PARMOF, PARPAR, PARCBM, MARML1, PARRL1, PARBL1, PARJDL, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC","PARPRS, PARPMS, PARGOV, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC",Communication,,,,,,
00038,Express intent to accept mediation,Express intent to cooperate,C,C,D,C,D,D,"PARLOP, PARML2, PARBL2, PARRL2, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC","PARLOP, PARMFA, PARMFA, PARMOD, PARMOF, PARPAR, PARCBM, MARML1, PARRL1, PARBL1, PARJDL, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC","PARPRS, PARPMS, PARGOV, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC",Communication,,,,,,
00039,Express intent to mediate,Express intent to cooperate,C,C,D,C,C,D,"PARLOP, PARML2, PARBL2, PARRL2, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC","PARLOP, PARMFA, PARMFA, PARMOD, PARMOF, PARPAR, PARCBM, MARML1, PARRL1, PARBL1, PARJDL, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC","PARPRS, PARPMS, PARGOV, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC",Communication,,,,,,
00314,Express intent to cooperate on intelligence,Express intent to cooperate,D,D,D,C,D,D,"PARLOP, PARML2, PARBL2, PARRL2, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC","PARLOP, PARMFA, PARMFA, PARMOD, PARMOF, PARPAR, PARCBM, MARML1, PARRL1, PARBL1, PARJDL, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC","PARPRS, PARPMS, PARGOV, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC",Communication,,,,,,
00312,Express intent to cooperate militarily,Express intent to cooperate,D,D,D,C,D,D,"PARLOP, PARML2, PARBL2, PARRL2, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC","PARLOP, PARMFA, PARMFA, PARMOD, PARMOF, PARPAR, PARCBM, MARML1, PARRL1, PARBL1, PARJDL, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC","PARPRS, PARPMS, PARGOV, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC",Communication,,,,,,
00332,Express intent to provide military protection or peacekeeping,Express intent to cooperate,D,D,D,D,B,D,"PARLOP, PARML2, PARBL2, PARRL2, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC","PARLOP, PARMFA, PARMFA, PARMOD, PARMOF, PARPAR, PARCBM, MARML1, PARRL1, PARBL1, PARJDL, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC","PARPRS, PARPMS, PARGOV, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC",Communication,,,,,,
,,,,,,,,,,,,,,,,,,
03091,Express intent to build infrastructure,Express intent to build infrastructure,D,C,C,D,B,D,"PARLOP, PARML2, PARBL2, PARRL2, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC","PARLOP, PARMFA, PARMFA, PARMOD, PARMOF, PARPAR, PARCBM, MARML1, PARRL1, PARBL1, PARJDL, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC","PARPRS, PARPMS, PARGOV, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC",Communication,,,,,,
03092,Express intent to build energy infrastructure,Express intent to build infrastructure,C,C,C,D,B,D,"PARLOP, PARML2, PARBL2, PARRL2, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC","PARLOP, PARMFA, PARMFA, PARMOD, PARMOF, PARPAR, PARCBM, MARML1, PARRL1, PARBL1, PARJDL, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC","PARPRS, PARPMS, PARGOV, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC",Communication,,,,,,
03112,Express intent to build/increase economic infrastructure,Express intent to build infrastructure,C,C,C,D,B,D,"PARLOP, PARML2, PARBL2, PARRL2, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC","PARLOP, PARMFA, PARMFA, PARMOD, PARMOF, PARPAR, PARCBM, MARML1, PARRL1, PARBL1, PARJDL, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC","PARPRS, PARPMS, PARGOV, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC",Communication,,,,,,
03096,Express intent to build social infrastructure,Express intent to build infrastructure,D,C,C,D,C,D,"PARLOP, PARML2, PARBL2, PARRL2, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC","PARLOP, PARMFA, PARMFA, PARMOD, PARMOF, PARPAR, PARCBM, MARML1, PARRL1, PARBL1, PARJDL, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC","PARPRS, PARPMS, PARGOV, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC",Communication,,,,,,
03109,Express intent to build/increase information infrastructure,Express intent to build infrastructure,D,C,C,D,C,D,"PARLOP, PARML2, PARBL2, PARRL2, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC","PARLOP, PARMFA, PARMFA, PARMOD, PARMOF, PARPAR, PARCBM, MARML1, PARRL1, PARBL1, PARJDL, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC","PARPRS, PARPMS, PARGOV, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC",Communication,,,,,,
03101,Express intent to build political infrastructure,Express intent to build infrastructure,D,C,C,D,C,D,"PARLOP, PARML2, PARBL2, PARRL2, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC","PARLOP, PARMFA, PARMFA, PARMOD, PARMOF, PARPAR, PARCBM, MARML1, PARRL1, PARBL1, PARJDL, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC","PARPRS, PARPMS, PARGOV, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC",Communication,,,,,,
03105,Express intent to build military infrastructure,Express intent to build infrastructure,D,C,C,D,C,D,"PARLOP, PARML2, PARBL2, PARRL2, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC","PARLOP, PARMFA, PARMFA, PARMOD, PARMOF, PARPAR, PARCBM, MARML1, PARRL1, PARBL1, PARJDL, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC","PARPRS, PARPMS, PARGOV, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC",Communication,,,,,,
,,,,,,,,,,,,,,,,,,
00040,Consult,Consult,D,D,D,C,D,D,"PARLOP, PARML2, PARBL2, PARRL2, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC","PARLOP, PARMFA, PARMFA, PARMOD, PARMOF, PARPAR, PARCBM, MARML1, PARRL1, PARBL1, PARJDL, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC","PARPRS, PARPMS, PARGOV, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC",Communication,,,,,,
00402,Consult with cabinet,Consult,C,D,D,C,D,C,"PARLOP, PARML2, PARBL2, PARRL2, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC","PARLOP, PARMFA, PARMFA, PARMOD, PARMOF, PARPAR, PARCBM, MARML1, PARRL1, PARBL1, PARJDL, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC","PARPRS, PARPMS, PARGOV, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC",Communication,,,,,,
00041,Discuss by telephone,Consult,C,C,C,C,C,C,"PARLOP, PARML2, PARBL2, PARRL2, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC","PARLOP, PARMFA, PARMFA, PARMOD, PARMOF, PARPAR, PARCBM, MARML1, PARRL1, PARBL1, PARJDL, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC","PARPRS, PARPMS, PARGOV, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC",Communication,,,,,,
00042,Make a visit,Consult,C,C,D,C,C,C,"PARLOP, PARML2, PARBL2, PARRL2, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC, EARGCA, EARPCA, MARENL","PARLOP, PARMFA, PARMFA, PARMOD, PARMOF, PARPAR, PARCBM, MARML1, PARRL1, PARBL1, PARJDL, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC,  EARGCA, EARPCA, MARENL","PARPRS, PARPMS, PARGOV, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC,  EARGCA, EARPCA, MARENL","Communication, Transportation",,,,,,
00043,Host a visit,Consult,C,C,D,C,C,C,"PARLOP, PARML2, PARBL2, PARRL2, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC, EARGCA, EARPCA, MARENL","PARLOP, PARMFA, PARMFA, PARMOD, PARMOF, PARPAR, PARCBM, MARML1, PARRL1, PARBL1, PARJDL, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC,  EARGCA, EARPCA, MARENL","PARPRS, PARPMS, PARGOV, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC,  EARGCA, EARPCA, MARENL",Communication,,,,,,
00044,"Meet at a ""third"" location",Consult,C,C,C,C,C,C,"PARLOP, PARML2, PARBL2, PARRL2, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC, EARGCA, EARPCA, MARENL","PARLOP, PARMFA, PARMFA, PARMOD, PARMOF, PARPAR, PARCBM, MARML1, PARRL1, PARBL1, PARJDL, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC,  EARGCA, EARPCA, MARENL","PARPRS, PARPMS, PARGOV, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC,  EARGCA, EARPCA, MARENL","Communication, Transportation",,,,,,
00045,Mediate,Consult,C,C,C,C,C,C,"PARLOP, PARML2, PARBL2, PARRL2, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC","PARLOP, PARMFA, PARMFA, PARMOD, PARMOF, PARPAR, PARCBM, MARML1, PARRL1, PARBL1, PARJDL, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC","PARPRS, PARPMS, PARGOV, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC",Communication,,,,,,
00046,Engage in negotiation,Consult,D,C,D,C,D,C,"PARLOP, PARML2, PARBL2, PARRL2, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC","PARLOP, PARMFA, PARMFA, PARMOD, PARMOF, PARPAR, PARCBM, MARML1, PARRL1, PARBL1, PARJDL, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC","PARPRS, PARPMS, PARGOV, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC",Communication,,,,,,
00403,"Call for a meeting (international organization, alliance etc.)",Consult,D,C,C,C,D,C,"PARLOP, PARML2, PARBL2, PARRL2, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC","PARLOP, PARMFA, PARMFA, PARMOD, PARMOF, PARPAR, PARCBM, MARML1, PARRL1, PARBL1, PARJDL, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC","PARPRS, PARPMS, PARGOV, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC",Communication,,,,,,
00401,Consult with allies,Consult,D,D,C,C,D,C,"PARLOP, PARML2, PARBL2, PARRL2, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC","PARLOP, PARMFA, PARMFA, PARMOD, PARMOF, PARPAR, PARCBM, MARML1, PARRL1, PARBL1, PARJDL, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC","PARPRS, PARPMS, PARGOV, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC",Communication,,,,,,
,,,,,,,,,,,,,,,,,,
00050,Engage in diplomatic cooperation,Engage in diplomatic cooperation,D,C,C,C,D,D,"PARLOP, PARML2, PARBL2, PARRL2, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC","PARLOP, PARMFA, PARMFA, PARMOD, PARMOF, PARPAR, PARCBM, MARML1, PARRL1, PARBL1, PARJDL, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC","PARPRS, PARPMS, PARGOV, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC",Communication,,,,,,
00055,Apologize,Engage in diplomatic cooperation,C,C,D,B,C,D,"PARLOP, PARML2, PARBL2, PARRL2, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC","PARLOP, PARMFA, PARMFA, PARMOD, PARMOF, PARPAR, PARCBM, MARML1, PARRL1, PARBL1, PARJDL, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC","PARPRS, PARPMS, PARGOV, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC",Communication,,,,,,
00051,Praise or endorse,Engage in diplomatic cooperation,C,C,D,C,C,D,"PARLOP, PARML2, PARBL2, PARRL2, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC","PARLOP, PARMFA, PARMFA, PARMOD, PARMOF, PARPAR, PARCBM, MARML1, PARRL1, PARBL1, PARJDL, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC","PARPRS, PARPMS, PARGOV, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC",Communication,,,,,,
00052,Defend verbally,Engage in diplomatic cooperation,D,C,D,D,C,D,"PARLOP, PARML2, PARBL2, PARRL2, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC","PARLOP, PARMFA, PARMFA, PARMOD, PARMOF, PARPAR, PARCBM, MARML1, PARRL1, PARBL1, PARJDL, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC","PARPRS, PARPMS, PARGOV, IARSTM, IARVID, IARPID, IARRID IARSMP, IPRSMF, IARPRP, IPRAUD, IARPLC",Communication,,,,,,
